Itemset,Length,Support
"AgeGroup=<=16, HigherEducation=yes, StudyTime=2-5 hrs",3,0.2304
"AgeGroup=<=16, HigherEducation=yes, Sex=M",3,0.2304
"G2Level=Medium, Result=Pass, Sex=F",3,0.2304
"Activities=yes, G1Level=Medium, HigherEducation=yes",3,0.2304
"G1Level=Low, Internet=yes, SchoolSupport=no",3,0.2304
"Absences=Low, HigherEducation=yes, StudyTime=2-5 hrs",3,0.2304
"Internet=yes, Sex=F, StudyTime=2-5 hrs",3,0.2304
"FamilySupport=yes, Internet=yes, Sex=M",3,0.2304
"SchoolSupport=no, Sex=F, StudyTime=2-5 hrs",3,0.2278
"Absences=Medium, FamilySize=GT3, SchoolSupport=no",3,0.2278
"Result=Fail, School=GP, SchoolSupport=no",3,0.2278
"Activities=no, G1Level=Medium, HigherEducation=yes",3,0.2278
"Failures=0, Sex=F, StudyTime=2-5 hrs",3,0.2278
"Address=U, Result=Fail, School=GP",3,0.2278
"FamilySize=GT3, G2Level=Low, SchoolSupport=no",3,0.2278
"Absences=Medium, Address=U, SchoolSupport=no",3,0.2278
"Activities=no, Internet=yes, Sex=F",3,0.2278
"Absences=Low, Result=Pass, Romantic=no",3,0.2278
"AgeGroup=<=16, G1Level=Medium, School=GP",3,0.2278
"Activities=yes, AgeGroup=<=16, Failures=0",3,0.2278
"AgeGroup=<=16, G2Level=Medium, School=GP",3,0.2253
"Address=U, G2Level=Low, Result=Fail",3,0.2253
"Failures=0, FamilySize=LE3, HigherEducation=yes",3,0.2253
"AgeGroup=17-18, FamilySupport=yes, School=GP",3,0.2253
"Activities=no, HigherEducation=yes, StudyTime=2-5 hrs",3,0.2253
"G1Level=Low, Result=Fail, School=GP",3,0.2253
"Address=U, FamilySupport=yes, G1Level=Medium",3,0.2253
"AgeGroup=17-18, Failures=0, Sex=F",3,0.2253
"FamilySize=GT3, Result=Pass, Sex=M",3,0.2253
"AgeGroup=17-18, FamilySupport=yes, Internet=yes",3,0.2253
"Address=U, G1Level=Medium, Romantic=no",3,0.2253
"FamilySupport=no, Internet=yes, Result=Pass",3,0.2253
"Absences=Medium, Failures=0, Romantic=no",3,0.2253
"Absences=Low, AgeGroup=<=16, Internet=yes",3,0.2253
"FamilySize=GT3, FamilySupport=yes, StudyTime=2-5 hrs",3,0.2228
"Activities=yes, Internet=yes, StudyTime=2-5 hrs",3,0.2228
"FamilySupport=yes, SchoolSupport=no, Sex=M",3,0.2228
"FamilySupport=yes, G1Level=Low, School=GP",3,0.2228
"G1Level=Medium, HigherEducation=yes, StudyTime=2-5 hrs",3,0.2228
"AgeGroup=17-18, Romantic=no, School=GP",3,0.2228
"AgeGroup=<=16, G1Level=Medium, HigherEducation=yes",3,0.2228
"Address=U, HigherEducation=yes, Result=Fail",3,0.2228
"Absences=Low, AgeGroup=<=16, Failures=0",3,0.2228
"Activities=no, FamilySize=GT3, FamilySupport=yes",3,0.2228
"Result=Pass, Romantic=no, Sex=F",3,0.2228
"Absences=Medium, Failures=0, FamilySize=GT3",3,0.2228
"Activities=yes, G2Level=Medium, Result=Pass",3,0.2228
"FamilySupport=yes, G1Level=Low, HigherEducation=yes",3,0.2228
"Failures=0, G2Level=Low, HigherEducation=yes",3,0.2228
"Activities=no, G1Level=Medium, SchoolSupport=no",3,0.2228
"AgeGroup=17-18, Failures=0, Romantic=no",3,0.2228
"Address=U, FamilySupport=no, Result=Pass",3,0.2228
"G2Level=Medium, HigherEducation=yes, StudyTime=2-5 hrs",3,0.2228
"Activities=no, AgeGroup=17-18, HigherEducation=yes",3,0.2203
"Absences=Low, Address=U, AgeGroup=<=16",3,0.2203
"FamilySupport=yes, G1Level=Medium, G2Level=Medium",3,0.2203
"FamilySize=GT3, G1Level=Low, G2Level=Low",3,0.2203
"FamilySupport=yes, G2Level=Low, HigherEducation=yes",3,0.2203
"Address=U, G1Level=Low, G2Level=Low",3,0.2203
"Failures=0, Romantic=yes, SchoolSupport=no",3,0.2203
"Failures=0, Internet=yes, Romantic=yes",3,0.2203
"Activities=yes, G1Level=Medium, School=GP",3,0.2203
"FamilySize=GT3, HigherEducation=yes, Result=Fail",3,0.2203
"Activities=yes, Failures=0, Sex=M",3,0.2203
"Activities=yes, G2Level=Medium, School=GP",3,0.2203
"AgeGroup=<=16, G2Level=Medium, HigherEducation=yes",3,0.2203
"Activities=no, FamilySize=GT3, Result=Pass",3,0.2203
"AgeGroup=17-18, HigherEducation=yes, StudyTime=2-5 hrs",3,0.2203
"G1Level=Medium, School=GP, Sex=F",3,0.2203
"FamilySize=GT3, G2Level=Medium, Romantic=no",3,0.2203
"FamilySize=GT3, G1Level=Medium, Romantic=no",3,0.2203
"FamilySize=GT3, Romantic=no, StudyTime=2-5 hrs",3,0.2203
"G1Level=Low, Result=Fail, SchoolSupport=no",3,0.2203
"Address=U, FamilySupport=yes, G2Level=Medium",3,0.2203
"Absences=Low, SchoolSupport=no, StudyTime=2-5 hrs",3,0.2203
"FamilySupport=yes, Result=Pass, Sex=F",3,0.2203
"AgeGroup=<=16, FamilySupport=yes, Result=Pass",3,0.2177
"Absences=Low, Activities=yes, HigherEducation=yes",3,0.2177
"FamilySupport=yes, Romantic=no, StudyTime=2-5 hrs",3,0.2177
"Absences=Medium, Romantic=no, SchoolSupport=no",3,0.2177
"Address=U, G2Level=Low, Internet=yes",3,0.2177
"Absences=Medium, FamilySize=GT3, Internet=yes",3,0.2177
"Address=U, G2Level=Low, SchoolSupport=no",3,0.2177
"FamilySupport=yes, G2Level=Low, School=GP",3,0.2177
"Activities=yes, FamilySupport=yes, Result=Pass",3,0.2177
"Activities=yes, Address=U, AgeGroup=<=16",3,0.2177
"Failures=0, G1Level=Medium, Sex=F",3,0.2177
"Activities=yes, School=GP, Sex=F",3,0.2177
"Activities=no, G2Level=Medium, Result=Pass",3,0.2177
"Failures=0, G1Level=Low, HigherEducation=yes",3,0.2177
"FamilySize=GT3, G2Level=Low, Internet=yes",3,0.2177
"Absences=Low, FamilySize=GT3, Result=Pass",3,0.2177
"G2Level=Medium, School=GP, Sex=F",3,0.2177
"Address=U, G1Level=Low, Internet=yes",3,0.2177
"G2Level=Medium, Result=Pass, StudyTime=2-5 hrs",3,0.2177
"G2Level=Low, HigherEducation=yes, Romantic=no",3,0.2177
"AgeGroup=17-18, Result=Pass, School=GP",3,0.2177
"AgeGroup=<=16, G2Level=Medium, Result=Pass",3,0.2152
"G1Level=Low, Romantic=no, School=GP",3,0.2152
"AgeGroup=17-18, SchoolSupport=no, StudyTime=2-5 hrs",3,0.2152
"FamilySize=GT3, HigherEducation=yes, Romantic=yes",3,0.2152
"Activities=yes, SchoolSupport=no, StudyTime=2-5 hrs",3,0.2152
"G1Level=Low, Internet=yes, Result=Fail",3,0.2152
"Internet=yes, Result=Fail, SchoolSupport=no",3,0.2152
"Absences=Low, Activities=no, HigherEducation=yes",3,0.2152
"FamilySize=GT3, FamilySupport=yes, G1Level=Medium",3,0.2152
"Absences=Low, Activities=yes, School=GP",3,0.2152
"Address=U, AgeGroup=17-18, FamilySize=GT3",3,0.2152
"AgeGroup=17-18, Internet=yes, Romantic=no",3,0.2152
"FamilySize=GT3, G1Level=Low, Internet=yes",3,0.2152
"AgeGroup=17-18, Failures=0, FamilySupport=yes",3,0.2152
"G1Level=Medium, HigherEducation=yes, Sex=M",3,0.2152
"FamilySize=GT3, Romantic=yes, SchoolSupport=no",3,0.2127
"FamilySize=GT3, FamilySupport=no, School=GP",3,0.2127
"G1Level=Medium, SchoolSupport=no, Sex=F",3,0.2127
"Activities=yes, Address=U, StudyTime=2-5 hrs",3,0.2127
"AgeGroup=17-18, G1Level=Medium, HigherEducation=yes",3,0.2127
"Activities=no, G2Level=Medium, HigherEducation=yes",3,0.2127
"Absences=Low, School=GP, StudyTime=2-5 hrs",3,0.2127
"AgeGroup=17-18, G1Level=Medium, SchoolSupport=no",3,0.2127
"Address=U, AgeGroup=<=16, StudyTime=2-5 hrs",3,0.2127
"FamilySupport=no, Romantic=no, School=GP",3,0.2127
"Absences=Medium, FamilySupport=yes, HigherEducation=yes",3,0.2127
"FamilySize=GT3, Result=Pass, StudyTime=2-5 hrs",3,0.2127
"FamilySize=GT3, Result=Fail, School=GP",3,0.2127
"HigherEducation=yes, SchoolSupport=no, StudyTime=<2 hrs",3,0.2127
"FamilySize=LE3, School=GP, SchoolSupport=no",3,0.2127
"FamilySupport=no, SchoolSupport=no, Sex=M",3,0.2127
"Activities=no, G1Level=Medium, Result=Pass",3,0.2127
"AgeGroup=<=16, Failures=0, Sex=M",3,0.2101
"G2Level=Medium, Result=Pass, Sex=M",3,0.2101
"Activities=no, SchoolSupport=no, StudyTime=2-5 hrs",3,0.2101
"FamilySize=LE3, Internet=yes, SchoolSupport=no",3,0.2101
"FamilySize=GT3, G1Level=Low, SchoolSupport=no",3,0.2101
"Absences=Low, Activities=no, SchoolSupport=no",3,0.2101
"Address=U, G1Level=Low, SchoolSupport=no",3,0.2101
"Activities=yes, Failures=0, G1Level=Medium",3,0.2101
"Failures=0, FamilySupport=no, Romantic=no",3,0.2101
"Activities=no, FamilySize=GT3, Sex=F",3,0.2101
"Address=U, FamilySize=LE3, School=GP",3,0.2101
"Absences=Low, G1Level=Medium, HigherEducation=yes",3,0.2101
"Result=Pass, Romantic=no, StudyTime=2-5 hrs",3,0.2101
"FamilySize=GT3, FamilySupport=yes, G2Level=Medium",3,0.2101
"Activities=no, School=GP, StudyTime=2-5 hrs",3,0.2101
"Activities=yes, FamilySupport=yes, Romantic=no",3,0.2101
"FamilySize=LE3, Internet=yes, School=GP",3,0.2101
"Address=U, FamilySize=LE3, SchoolSupport=no",3,0.2076
"Activities=yes, AgeGroup=<=16, Result=Pass",3,0.2076
"FamilySupport=yes, Result=Pass, StudyTime=2-5 hrs",3,0.2076
"Absences=Low, Failures=0, Sex=F",3,0.2076
"Activities=yes, AgeGroup=<=16, SchoolSupport=no",3,0.2076
"FamilySize=GT3, Internet=yes, Romantic=yes",3,0.2076
"Absences=Low, Failures=0, StudyTime=2-5 hrs",3,0.2076
"AgeGroup=<=16, SchoolSupport=no, Sex=M",3,0.2076
"G1Level=Medium, SchoolSupport=no, Sex=M",3,0.2076
"Absences=Low, SchoolSupport=no, Sex=F",3,0.2076
"Address=U, FamilySize=LE3, Internet=yes",3,0.2076
"Activities=yes, Failures=0, StudyTime=2-5 hrs",3,0.2076
"Failures=0, G2Level=Low, School=GP",3,0.2076
"Activities=no, Failures=0, G1Level=Medium",3,0.2051
"FamilySupport=yes, HigherEducation=yes, Result=Fail",3,0.2051
"Failures=0, G1Level=Low, School=GP",3,0.2051
"G1Level=Medium, Internet=yes, Sex=F",3,0.2051
"HigherEducation=yes, Sex=M, StudyTime=2-5 hrs",3,0.2051
"G1Level=Medium, Result=Pass, Sex=F",3,0.2051
"G1Level=Medium, Result=Pass, Sex=M",3,0.2051
"G2Level=Medium, HigherEducation=yes, Sex=M",3,0.2051
"AgeGroup=<=16, Internet=yes, Sex=F",3,0.2051
"G1Level=Medium, SchoolSupport=no, StudyTime=2-5 hrs",3,0.2051
"AgeGroup=<=16, G1Level=Medium, Result=Pass",3,0.2051
"Failures=0, Romantic=yes, School=GP",3,0.2051
"Absences=Low, Failures=0, G1Level=Medium",3,0.2051
"Activities=no, AgeGroup=<=16, School=GP",3,0.2051
"AgeGroup=17-18, Failures=0, G1Level=Medium",3,0.2051
"Absences=Low, School=GP, Sex=F",3,0.2051
"Address=U, AgeGroup=<=16, G2Level=Medium",3,0.2051
"Failures=0, G2Level=Medium, Sex=F",3,0.2051
"Activities=yes, Address=U, Sex=M",3,0.2025
"G2Level=Low, HigherEducation=yes, Sex=F",3,0.2025
"Failures=0, G1Level=Medium, StudyTime=2-5 hrs",3,0.2025
"Activities=yes, G2Level=Medium, Internet=yes",3,0.2025
"Address=U, AgeGroup=<=16, Sex=F",3,0.2025
"Activities=yes, Internet=yes, Sex=F",3,0.2025
"FamilySize=GT3, Romantic=yes, School=GP",3,0.2025
"AgeGroup=<=16, Failures=0, G1Level=Medium",3,0.2025
"Absences=Low, School=GP, Sex=M",3,0.2025
"Absences=Medium, Activities=yes, HigherEducation=yes",3,0.2025
"G1Level=Low, HigherEducation=yes, Sex=F",3,0.2025
"Activities=yes, AgeGroup=17-18, HigherEducation=yes",3,0.2025
"FamilySize=GT3, Result=Fail, SchoolSupport=no",3,0.2025
"Absences=Low, Address=U, StudyTime=2-5 hrs",3,0.2025
"G2Level=Medium, Internet=yes, Sex=F",3,0.2025
"Absences=Low, Internet=yes, Sex=F",3,0.2025
"G2Level=Medium, SchoolSupport=no, Sex=M",3,0.2025
"Failures=0, FamilySize=LE3, SchoolSupport=no",3,0.2025
"Activities=no, FamilySupport=yes, Sex=F",3,0.2025
"Absences=Medium, Address=U, Result=Pass",3,0.2025
"Address=U, AgeGroup=<=16, Sex=M",3,0.2025
"Activities=yes, AgeGroup=17-18, SchoolSupport=no",3,0.2025
"AgeGroup=<=16, Internet=yes, Sex=M",3,0.2025
"Absences=Medium, Internet=yes, Romantic=no",3,0.2025
"Failures=0, FamilySize=LE3, Internet=yes",3,0.2025
"Address=U, Internet=yes, Result=Fail",3,0.2025
"G1Level=Medium, School=GP, StudyTime=2-5 hrs",3,0.2
"Address=U, G1Level=Low, Result=Fail",3,0.2
"FamilySupport=yes, G2Level=Low, Result=Fail",3,0.2
"AgeGroup=17-18, G2Level=Medium, SchoolSupport=no",3,0.2
"Address=U, Result=Fail, SchoolSupport=no",3,0.2
"Absences=Medium, FamilySize=GT3, Result=Pass",3,0.2
"Absences=Low, Activities=no, Failures=0",3,0.2
"AgeGroup=<=16, G1Level=Medium, Internet=yes",3,0.2
"AgeGroup=17-18, School=GP, Sex=F",3,0.2
"Activities=no, AgeGroup=<=16, HigherEducation=yes",3,0.2
"Absences=Medium, Address=U, Romantic=no",3,0.2
"Activities=yes, G2Level=Medium, SchoolSupport=no",3,0.2
"Activities=no, G2Level=Medium, SchoolSupport=no",3,0.2
"FamilySupport=yes, Result=Fail, School=GP",3,0.2
"Address=U, AgeGroup=<=16, G1Level=Medium",3,0.2
"Activities=yes, G1Level=Medium, Internet=yes",3,0.2
"Activities=no, Address=U, StudyTime=2-5 hrs",3,0.2
"Activities=yes, Failures=0, G2Level=Medium",3,0.2
"Absences=Low, AgeGroup=<=16, SchoolSupport=no",3,0.2
"School=GP, SchoolSupport=no, StudyTime=<2 hrs",3,0.2
"FamilySupport=no, Internet=yes, Romantic=no",3,0.2
"Activities=no, G1Level=Medium, Internet=yes",3,0.2
"HigherEducation=yes, School=GP, StudyTime=<2 hrs",3,0.2
"Failures=0, FamilySupport=yes, Sex=M",3,0.2
"Activities=no, G1Level=Medium, School=GP",3,0.1975
"HigherEducation=yes, Result=Pass, Romantic=yes",3,0.1975
"AgeGroup=<=16, Failures=0, StudyTime=2-5 hrs",3,0.1975
"Absences=Low, AgeGroup=<=16, FamilySize=GT3",3,0.1975
"AgeGroup=17-18, FamilySize=GT3, Romantic=no",3,0.1975
"Absences=Low, FamilySupport=yes, Romantic=no",3,0.1975
"AgeGroup=<=16, Internet=yes, StudyTime=2-5 hrs",3,0.1975
"AgeGroup=17-18, G2Level=Medium, HigherEducation=yes",3,0.1975
"Activities=yes, G1Level=Medium, SchoolSupport=no",3,0.1975
"Failures=0, G1Level=Medium, Sex=M",3,0.1975
"G1Level=Medium, Result=Pass, StudyTime=2-5 hrs",3,0.1975
"Activities=yes, G1Level=Medium, Result=Pass",3,0.1975
"Absences=Low, Activities=no, Internet=yes",3,0.1975
"G2Level=Medium, School=GP, StudyTime=2-5 hrs",3,0.1975
"Internet=yes, SchoolSupport=no, StudyTime=<2 hrs",3,0.1975
"Activities=no, AgeGroup=17-18, Failures=0",3,0.1975
"G2Level=Medium, SchoolSupport=no, Sex=F",3,0.1975
"AgeGroup=17-18, Internet=yes, Sex=F",3,0.1975
"Address=U, AgeGroup=17-18, Result=Pass",3,0.1975
"Address=U, Failures=0, Romantic=yes",3,0.1975
"Absences=Low, SchoolSupport=no, Sex=M",3,0.1975
"G1Level=Medium, School=GP, Sex=M",3,0.1975
"Absences=Medium, Result=Pass, Romantic=no",3,0.1975
"SchoolSupport=no, Sex=M, StudyTime=2-5 hrs",3,0.1975
"FamilySize=GT3, Internet=yes, Result=Fail",3,0.1975
"Activities=no, Address=U, G1Level=Medium",3,0.1975
"FamilySize=LE3, HigherEducation=yes, Result=Pass",3,0.1975
"Activities=yes, Result=Pass, Sex=M",3,0.1949
"G1Level=Medium, Internet=yes, StudyTime=2-5 hrs",3,0.1949
"Activities=no, FamilySupport=yes, Romantic=no",3,0.1949
"FamilySupport=yes, HigherEducation=yes, Romantic=yes",3,0.1949
"Absences=Low, Address=U, Sex=F",3,0.1949
"G1Level=Medium, Internet=yes, Sex=M",3,0.1949
"AgeGroup=<=16, Failures=0, G2Level=Medium",3,0.1949
"Address=U, FamilySupport=no, Romantic=no",3,0.1949
"AgeGroup=<=16, Result=Pass, Sex=M",3,0.1949
"Absences=Low, Activities=yes, SchoolSupport=no",3,0.1949
"Failures=0, FamilySize=LE3, School=GP",3,0.1949
"AgeGroup=<=16, G2Level=Medium, Internet=yes",3,0.1949
"AgeGroup=17-18, G2Level=Medium, Result=Pass",3,0.1949
"G2Level=Medium, SchoolSupport=no, StudyTime=2-5 hrs",3,0.1949
"AgeGroup=17-18, Failures=0, StudyTime=2-5 hrs",3,0.1949
"FamilySize=GT3, FamilySupport=no, Internet=yes",3,0.1949
"Failures=0, FamilySize=GT3, FamilySupport=no",3,0.1949
"G1Level=Low, G2Level=Low, Romantic=no",3,0.1949
"Address=U, FamilySupport=yes, Sex=M",3,0.1949
"Activities=yes, AgeGroup=<=16, FamilySize=GT3",3,0.1949
"School=GP, Sex=M, StudyTime=2-5 hrs",3,0.1949
"G2Level=Low, Romantic=no, School=GP",3,0.1949
"AgeGroup=17-18, FamilySize=GT3, FamilySupport=yes",3,0.1924
"FamilySize=GT3, G1Level=Low, Result=Fail",3,0.1924
"Activities=no, AgeGroup=17-18, Internet=yes",3,0.1924
"G2Level=Medium, Internet=yes, StudyTime=2-5 hrs",3,0.1924
"AgeGroup=17-18, SchoolSupport=no, Sex=M",3,0.1924
"Activities=no, Failures=0, G2Level=Medium",3,0.1924
"Address=U, FamilySize=GT3, G2Level=Low",3,0.1924
"Activities=no, SchoolSupport=no, Sex=M",3,0.1924
"FamilySupport=no, Result=Pass, Romantic=no",3,0.1924
"Absences=Low, HigherEducation=yes, Sex=M",3,0.1924
"Activities=yes, SchoolSupport=no, Sex=F",3,0.1924
"Absences=Medium, FamilySupport=yes, School=GP",3,0.1924
"AgeGroup=<=16, Failures=0, Sex=F",3,0.1924
"Failures=0, G2Level=Medium, StudyTime=2-5 hrs",3,0.1924
"Address=U, G1Level=Medium, StudyTime=2-5 hrs",3,0.1924
"FamilySupport=no, HigherEducation=yes, Sex=M",3,0.1924
"FamilySize=GT3, Sex=F, StudyTime=2-5 hrs",3,0.1924
"FamilySupport=yes, G2Level=Low, Internet=yes",3,0.1924
"HigherEducation=yes, Romantic=yes, Sex=F",3,0.1924
"Absences=Low, Activities=no, Address=U",3,0.1924
"Activities=no, Failures=0, StudyTime=2-5 hrs",3,0.1924
"AgeGroup=17-18, Failures=0, G2Level=Medium",3,0.1924
"Absences=Low, Activities=no, School=GP",3,0.1924
"Address=U, G1Level=Medium, Sex=F",3,0.1899
"Activities=yes, Failures=0, Sex=F",3,0.1899
"Address=U, FamilySize=GT3, G1Level=Low",3,0.1899
"G2Level=Medium, School=GP, Sex=M",3,0.1899
"FamilySupport=yes, G1Level=Low, G2Level=Low",3,0.1899
"Activities=yes, FamilySupport=no, HigherEducation=yes",3,0.1899
"Activities=yes, AgeGroup=<=16, Romantic=no",3,0.1899
"FamilySupport=yes, Internet=yes, Romantic=yes",3,0.1899
"FamilySupport=yes, G1Level=Low, Internet=yes",3,0.1899
"HigherEducation=yes, Internet=yes, StudyTime=<2 hrs",3,0.1899
"Failures=0, HigherEducation=yes, Result=Fail",3,0.1899
"Absences=Low, G2Level=Medium, HigherEducation=yes",3,0.1899
"Absences=Low, Internet=yes, StudyTime=2-5 hrs",3,0.1899
"FamilySupport=yes, G2Level=Medium, Romantic=no",3,0.1899
"Activities=no, G1Level=Medium, G2Level=Medium",3,0.1899
"AgeGroup=17-18, FamilySize=GT3, Sex=F",3,0.1899
"Address=U, G2Level=Medium, StudyTime=2-5 hrs",3,0.1899
"G1Level=Low, Internet=yes, Romantic=no",3,0.1899
"Absences=Low, G1Level=Medium, SchoolSupport=no",3,0.1899
"Result=Pass, Romantic=yes, SchoolSupport=no",3,0.1873
"Absences=Low, AgeGroup=<=16, Result=Pass",3,0.1873
"AgeGroup=17-18, FamilySupport=no, SchoolSupport=no",3,0.1873
"Absences=Low, FamilySize=GT3, Sex=F",3,0.1873
"AgeGroup=17-18, Result=Pass, Romantic=no",3,0.1873
"FamilySize=LE3, Result=Pass, SchoolSupport=no",3,0.1873
"Address=U, G2Level=Medium, Sex=F",3,0.1873
"Activities=no, G2Level=Medium, Internet=yes",3,0.1873
"FamilySupport=yes, Sex=F, StudyTime=2-5 hrs",3,0.1873
"Address=U, Failures=0, FamilySize=LE3",3,0.1873
"Absences=Medium, Failures=0, FamilySupport=yes",3,0.1873
"G1Level=Low, Romantic=no, SchoolSupport=no",3,0.1873
"HigherEducation=yes, Result=Fail, Romantic=no",3,0.1873
"Address=U, G1Level=Low, Romantic=no",3,0.1873
"Absences=Medium, HigherEducation=yes, Sex=F",3,0.1873
"Activities=no, Address=U, AgeGroup=<=16",3,0.1873
"G1Level=Medium, G2Level=Medium, Sex=F",3,0.1873
"HigherEducation=yes, Romantic=no, StudyTime=<2 hrs",3,0.1873
"Address=U, AgeGroup=17-18, FamilySupport=yes",3,0.1873
"Failures=0, G2Level=Medium, Sex=M",3,0.1873
"Absences=Medium, Address=U, FamilySize=GT3",3,0.1873
"Activities=no, Result=Pass, Sex=F",3,0.1873
"AgeGroup=17-18, Internet=yes, StudyTime=2-5 hrs",3,0.1873
"Activities=no, G2Level=Medium, School=GP",3,0.1873
"G2Level=Medium, Internet=yes, Sex=M",3,0.1873
"G2Level=Low, Result=Fail, Romantic=no",3,0.1848
"FamilySize=GT3, FamilySupport=no, Romantic=no",3,0.1848
"Address=U, School=GP, StudyTime=<2 hrs",3,0.1848
"FamilySize=GT3, FamilySupport=yes, G2Level=Low",3,0.1848
"AgeGroup=17-18, School=GP, StudyTime=2-5 hrs",3,0.1848
"Absences=Low, AgeGroup=<=16, Romantic=no",3,0.1848
"Activities=no, Internet=yes, StudyTime=2-5 hrs",3,0.1848
"FamilySupport=yes, Internet=yes, Result=Fail",3,0.1848
"Absences=Medium, Activities=yes, Failures=0",3,0.1848
"Address=U, G1Level=Medium, Sex=M",3,0.1848
"Absences=Low, AgeGroup=17-18, SchoolSupport=no",3,0.1848
"Internet=yes, School=GP, StudyTime=<2 hrs",3,0.1848
"G2Level=Low, Romantic=no, SchoolSupport=no",3,0.1848
"Absences=Low, G2Level=Medium, Result=Pass",3,0.1848
"FamilySupport=no, School=GP, Sex=M",3,0.1848
"Absences=Medium, FamilySize=GT3, Romantic=no",3,0.1848
"G1Level=Low, School=GP, Sex=F",3,0.1848
"Absences=Medium, G2Level=Medium, HigherEducation=yes",3,0.1848
"G1Level=Low, HigherEducation=yes, StudyTime=2-5 hrs",3,0.1848
"Activities=yes, FamilySize=GT3, Sex=F",3,0.1848
"Absences=Low, G1Level=Medium, School=GP",3,0.1848
"AgeGroup=<=16, G1Level=Medium, SchoolSupport=no",3,0.1848
"AgeGroup=17-18, G1Level=Medium, Result=Pass",3,0.1848
"FamilySize=GT3, FamilySupport=yes, G1Level=Low",3,0.1848
"SchoolSupport=no, Sex=M, StudyTime=<2 hrs",3,0.1823
"Absences=Low, FamilySupport=yes, Result=Pass",3,0.1823
"G1Level=Medium, G2Level=Medium, StudyTime=2-5 hrs",3,0.1823
"Absences=Medium, FamilySupport=yes, SchoolSupport=no",3,0.1823
"Address=U, FamilySupport=yes, G1Level=Low",3,0.1823
"Absences=Low, G1Level=Medium, Result=Pass",3,0.1823
"FamilySupport=yes, Romantic=yes, SchoolSupport=no",3,0.1823
"AgeGroup=<=16, Romantic=no, Sex=M",3,0.1823
"Failures=0, Result=Fail, School=GP",3,0.1823
"G2Level=Low, School=GP, Sex=F",3,0.1823
"Activities=yes, AgeGroup=17-18, Internet=yes",3,0.1823
"AgeGroup=17-18, FamilySize=GT3, Result=Pass",3,0.1823
"FamilySize=GT3, G1Level=Low, Romantic=no",3,0.1823
"Activities=no, Address=U, G2Level=Medium",3,0.1823
"Activities=yes, Address=U, G2Level=Medium",3,0.1823
"Address=U, AgeGroup=17-18, Sex=F",3,0.1823
"G2Level=Low, HigherEducation=yes, StudyTime=2-5 hrs",3,0.1823
"Activities=yes, AgeGroup=<=16, FamilySupport=yes",3,0.1823
"Activities=yes, Address=U, Sex=F",3,0.1823
"Absences=Medium, G2Level=Medium, Result=Pass",3,0.1823
"Activities=no, AgeGroup=17-18, School=GP",3,0.1823
"Failures=0, G2Level=Low, SchoolSupport=no",3,0.1823
"Failures=0, G2Level=Low, Result=Fail",3,0.1823
"FamilySupport=yes, Romantic=yes, School=GP",3,0.1823
"Absences=Medium, Activities=yes, School=GP",3,0.1823
"Absences=Medium, Activities=yes, SchoolSupport=no",3,0.1823
"FamilySize=LE3, HigherEducation=yes, Romantic=no",3,0.1823
"HigherEducation=yes, Result=Fail, Sex=F",3,0.1823
"Address=U, FamilySupport=yes, G2Level=Low",3,0.1823
"Activities=no, HigherEducation=yes, Sex=M",3,0.1823
"Romantic=no, SchoolSupport=no, StudyTime=<2 hrs",3,0.1823
"Address=R, HigherEducation=yes, SchoolSupport=no",3,0.1823
